26,37,-19,2114455,123238,107748,78849,25668,22893,15732,2452
35,60,20,108557,20055,2915,2808,2045,3989,5545,2442
75,41,849,256686,21061,10752,6638,1577,9835,3660,737
50,63,24,109190,80384,34539,5904,4104,2925,1098,565
51,74,9,1876643,272327,234001,48683,75290,50323,25695,13618
50,38,675,42608,96842,15874,11608,44655,28727,7022,5996
0,0,2047,738685,73799,37932,8737,18081,376495,266083,147889
40,60,20,676,7420,1856,14612,6350,7207,10948,6992
47,47,-195,747837,46737,10216,51651,18980,27572,12858,5587
53,74,43,6151,6589,1640,1867,5197,5739,693,1179
53,63,53,352276,158028,44883,10303,10018,10324,2787,2724
38,43,68,234379,28764,2541,1773,2584,986,324,568
53,87,-6,270064,43120,38981,42246,34455,25560,13598,9263
40,66,-78,914138,172881,79536,31417,4081,13767,11686,1993
30,83,52,138581,29828,6387,10934,3599,1297,1742,1259
53,51,-29,1284057,160730,17038,9123,49311,19023,7721,6851
24,44,155,717043,72643,23809,45613,15260,14679,12838,4349
67,56,-89,1545873,52112,26042,22603,14870,28834,4921,4533
63,56,19,303799,35348,4956,6423,9700,13028,3826,1969
0,0,2047,590547,42330,7745,5159,16397,87280,64739,26732
53,100,0,14415,5008,9025,6423,8958,5378,5344,2203
78,53,-7,9362,6168,2883,4802,6321,11748,5638,2161
43,54,73,161564,219855,3152,12609,16550,9663,2335,2366
43,47,11,398814,106506,33048,18175,27835,13975,23833,9401
64,74,36,7908,5450,7726,5421,1259,7131,4438,1800
47,66,9,55313,46938,26297,8767,14160,5752,1891,774
0,0,1085,25592,30611,7939,16504,4626,195956,35039,41641
63,51,45,14452,20670,3440,4046,3219,4523,1012,1995
13,35,139,553390,155849,11652,10106,6473,8371,9701,13841
47,47,11,609468,208344,26400,4383,14868,19908,8743,5298
51,67,38,3795,9670,3171,501,1841,11934,4167,1082
53,35,22,187095,62022,10438,16005,9783,21471,5310,7363
35,56,-58,1517031,204905,75223,40947,80782,27342,7544,4018
0,0,2047,745014,41648,19335,21213,9909,13082,19337,16323
26,10,141,349586,347238,33770,37020,24382,9750,2364,5146
41,75,6,35588,85921,19207,56229,26550,6874,11037,5391
57,43,72,13849,17388,3649,6498,8986,6345,2661,2705
23,54,26,7713,3804,7093,8734,3774,3301,1479,716
23,63,-131,1168331,282767,49641,125537,22368,64767,80949,5488
16,35,-26,1621441,346063,31898,38483,9573,38143,26364,39139
47,40,69,540041,172153,20056,32329,34422,9208,6113,1781
0,0,1986,1946007,641237,5817,66995,84632,153396,77002,77217
34,27,82,411131,214220,3181,11691,7746,9495,15654,9378
51,74,-669,993667,110028,42592,39782,14380,29425,24556,3797
41,88,160,391840,70925,37239,11652,5003,8455,8566,1603
40,69,-1,701463,54612,4304,13610,7077,16645,3357,792
37,69,33,11037,17438,863,4390,10091,8249,2466,1824
40,50,-73,2206739,61937,53131,14091,12065,6092,5106,2520
51,51,72,154639,80815,8366,3383,11464,21323,15084,6488
66,60,41,6010,6088,9597,3536,4383,7742,9296,2468
41,70,-10,2416389,125073,86612,62343,31643,7780,11999,4533
69,61,55,4160,5255,917,4250,2619,7257,2319,1425
1,38,12,701671,425067,85575,29696,34985,32067,13366,2473
57,61,65,346240,49032,13079,1710,8300,3906,6857,5154
60,64,243,1120037,343947,108781,184035,12506,69794,93748,7714
34,67,36,1215465,173142,18602,46816,30225,43882,54557,19591
74,66,-23,94323,30175,8906,1076,9430,3690,1615,1249
63,78,92,369070,119061,8156,23449,25803,28559,16142,13045
48,67,-72,231764,19335,9232,9965,3192,6314,4067,2061
74,60,9,2352,23981,7357,8214,17810,12584,5794,12867
69,20,13,4981,49454,5053,12614,4251,24282,11411,10528
47,51,265,1005542,129544,27835,13871,24145,74555,9941,2233
70,64,35,10224,13894,12549,9914,5871,8818,7908,1385
0,0,2047,341309,174346,12388,10736,30069,30359,32623,16024
43,50,29,860894,138529,20489,34730,19002,30765,36198,14215
1,37,13,68208,19828,970,4042,8040,1361,9164,2820
16,64,57,992335,28875,65098,4345,13908,16053,33596,6653
38,53,-140,92174,100952,33137,15887,16420,14575,13326,3022
20,23,115,558023,172617,13426,28434,7987,4262,13815,2107
37,53,50,9835,28080,9275,2427,4513,3315,1841,1308
60,50,-168,947589,77950,82447,27291,15100,13164,33390,2039
60,61,119,1803415,168946,16540,9822,16075,9896,17077,2623
0,0,2047,451819,100019,14490,32955,45947,89483,17806,7326
4,44,112,41139,167461,32726,23286,5108,9748,13099,7304
83,77,57,13596,7341,8034,12586,5032,24630,5671,4291
38,61,69,979686,732760,96472,247805,127881,59825,24835,15049
35,60,29,1438458,687739,317109,252501,99406,93838,84710,19934
0,0,2047,1868925,738489,41511,189015,120058,70135,58182,78019
41,51,4,252133,133048,23953,34525,28158,13851,23614,9008
21,47,-55,530887,250083,73747,73046,14846,22784,11454,10719
56,41,82,593146,57858,8724,28771,18189,32716,16691,5632
0,0,2047,331595,256646,20433,54475,41202,226235,298007,58574
0,0,-67,789438,279822,11346,47424,30211,271500,3838,4074
13,35,74,69805,57969,571,3314,1897,2372,2223,2077
77,57,51,872779,50650,40906,9728,6874,12416,8080,5544
29,50,45,582963,75488,10643,3727,9060,7632,5612,4468
48,40,41,142725,291230,9303,18105,36100,13371,18825,7683
61,35,-275,323061,797464,153171,145805,39829,571280,36574,10010
75,48,40,7206,6717,4589,3133,8469,5368,7618,4669
0,0,-2048,560625,526013,47933,30577,61736,153353,111102,108628
37,56,-9,3008777,1515973,152803,293052,42201,104429,115428,40172
56,74,-115,97231,24672,41182,19091,5252,116847,8725,3545
35,43,112,159168,99739,22093,5741,4309,10880,6429,564
23,41,65,843650,77529,18659,8294,4812,8074,7821,5856
41,51,-227,307383,521625,26632,21627,10355,22591,5699,3011
8,30,-69,738433,241981,1458,6772,17219,36177,29447,22795
50,48,13,759375,43249,9132,8792,7323,11452,5217,2381
26,100,43,5856,15909,16215,14922,4527,2995,1482,1634
37,70,24,5033,21878,4698,8114,5185,4995,2520,2031
29,30,-6,696593,169084,3221,6443,5955,13731,11065,7039
0,0,-2048,915524,291648,118255,171109,88854,116034,47717,68037
80,56,55,2893,9723,7557,1693,3797,11986,3396,7260
44,61,75,2341072,175913,54797,18710,13299,25287,15214,14044
47,60,65,64929,115110,19801,69662,11580,12858,4926,5869
23,56,-97,477138,365824,25796,46703,18197,12836,6164,6999
51,38,21,126188,89462,6005,23492,6719,11397,9788,480
77,51,28,8017,21052,6428,6274,7521,8145,5462,5472
53,94,28,5437,1136,3069,12681,6960,6120,1794,2530
50,63,135,375095,16495,13963,41161,9857,17257,6922,977
21,53,104,1348076,247976,37316,14887,23015,56022,42547,29535
23,69,141,2307774,1441074,207229,180411,139209,70285,227196,112579
26,48,115,1943821,461029,132651,51229,55786,93193,89909,66295
60,75,77,120115,16345,2761,2980,1316,3427,1501,1677
41,64,179,416935,49582,9616,18761,6670,5087,1981,2515
51,57,146,55117,18182,3134,1684,1359,7617,1849,801
40,54,76,282707,125852,10584,6896,7944,10310,2985,3523
57,24,-93,1130139,213653,11096,30982,7024,15103,29635,1019
50,47,-65,176037,90859,19605,24195,11176,27396,24792,18808
50,61,92,133390,54593,5391,11675,4970,10861,3445,1329
43,41,64,5042,14537,6608,8235,7984,4261,2178,2316
50,41,1,447346,25443,2622,24330,12162,34734,24410,26753
35,38,-33,672813,48948,18336,20439,7673,35331,23639,14700
53,26,-81,382740,101033,8566,4717,18407,22221,11062,15641
13,29,243,91139,297910,14455,15793,19025,7036,3499,2742
70,54,-7,92087,19811,1281,3520,2352,2411,1717,330
43,69,18,2146254,68088,3658,12253,10834,6517,2840,1614
40,37,109,1412687,134490,44505,23144,27665,93891,68743,28331
40,35,-68,428988,115526,24852,18012,15035,11898,3889,920
34,80,27,13277,4820,5205,7686,5873,5912,3108,1419
56,53,48,54156,30804,31492,18846,37519,12097,12649,14952
66,41,-42,81585,44482,10654,16785,11040,10358,4876,6282
63,53,-6,668866,30916,2778,17434,36350,9862,8175,13746
60,54,28,11774,17663,17580,8566,9931,3780,4217,3426
54,84,-34,152017,72654,14374,10671,7231,7449,5879,4850
60,60,9,42209,43895,1629,34418,26778,12504,2297,3107
74,61,136,1117050,122723,82353,44884,30761,36298,13349,4268
51,69,38,7113,22290,8521,18409,39712,19272,4508,4931
0,0,2047,723615,73450,24833,82168,92373,223466,271977,140008
54,40,-4,825432,47015,17571,14007,6905,7460,3903,2199
17,27,-57,631594,242731,119186,14154,29342,12851,3550,3121
50,70,22,12559,12321,5443,9086,5379,4704,2160,3470
40,47,-211,1953097,366074,30083,80518,9859,409376,28971,7070
40,70,105,1453619,46260,27787,38286,9577,19326,11079,2868
90,70,25,13910,30724,5100,13441,5408,28413,14194,8965
37,51,-49,47323,24416,3783,12447,2795,6965,2102,795
29,63,69,545366,160277,304340,92843,22182,50318,14695,15992
34,16,112,1288190,94855,7712,8318,12696,11908,3312,1126
61,44,34,962216,4727,449,1118,2767,6015,3981,1018
54,41,67,826777,134557,25624,12623,7299,12537,10796,4355
57,67,59,190001,77485,28297,13434,19188,11312,10576,7926
66,38,57,91114,22271,12607,8580,22148,17648,12047,18201
0,0,-1736,2109036,1511049,908710,538215,426485,343876,295053,235801
0,0,2047,1797001,319065,52000,72540,113037,145598,75987,94086
43,63,53,496223,980598,66391,38566,24835,28829,30484,4755
16,60,-97,23894,14389,1501,9153,3513,2038,4947,219
0,0,599,297862,333764,257035,174134,121316,62016,95143,72518
64,64,-42,83208,11927,6755,811,2141,4271,6877,274
24,64,458,1565593,413404,200322,174730,47198,34455,12656,7535
38,63,130,213883,116632,23425,13081,11172,10112,4775,6078
40,54,49,452905,148881,43329,65113,30728,15042,5074,7829
70,75,32,22305,7207,11640,5378,10315,3136,4513,1719
35,60,44,1235975,118180,32141,12905,8880,15555,4967,6027
66,53,26,851089,68679,12201,14835,17234,60587,75334,18991
34,44,21,333081,135761,3688,8350,3184,19456,14242,4684
20,56,-17,702465,237345,58453,75542,23436,40134,37663,14678
24,54,58,883014,523252,313398,35897,91301,59877,29014,19578
38,38,24,629643,600303,74192,7458,43926,31139,5547,10527
34,60,-55,1211212,275203,63314,36360,32021,87852,41376,5650
48,60,-22,8229,26846,6424,8631,8711,4514,3263,3065
56,67,-51,1602491,164307,106174,50365,21093,17411,6267,4004
14,54,71,492986,87363,1824,24276,17990,12056,5226,7791
64,48,17,101848,74688,4589,6666,11319,59451,47618,23129
69,53,-9,3074,15732,1309,5597,2950,8409,1353,6530
54,64,44,1778703,30463,15988,4508,3610,1861,3799,939
0,0,-2048,856912,107712,77174,9619,9510,15355,35291,11539
35,23,92,392428,1839474,287737,471401,64425,119873,40172,17999
60,50,201,371263,61365,3471,11409,5682,4940,5262,537
38,74,23,635569,805650,130254,14855,32238,28154,16307,9583
35,47,33,307646,350309,9456,25458,36059,7339,14074,8846
29,37,23,18196,19732,8031,5804,6515,7791,2122,2237
21,21,-11,87277,65948,10034,5466,12120,2223,1693,1727
20,75,2,686919,148507,171717,32009,40830,7650,3873,3527
38,67,-22,1586198,248310,156993,20231,33840,92768,29714,21079
8,60,-58,844280,388452,53390,96157,22222,26123,11411,3659
34,48,56,618113,291555,52029,118672,15151,43683,36778,4029
27,70,748,286533,49596,8912,3787,2266,2885,1509,3735
43,63,24,423296,97949,119298,75446,29800,43655,30053,1886
50,47,-107,143668,19422,1310,648,3914,2297,5701,1028
70,27,201,203938,36337,21192,33013,4642,23268,4009,959
0,0,1543,1205415,115716,17943,117423,73712,87985,97118,90267
44,41,-358,1267828,943310,111554,70814,78552,80025,14566,8765
41,60,89,17949,7111,10300,7376,10152,6050,4180,3909
78,53,147,482644,116979,13119,21788,15829,79516,24664,4843
16,51,130,1873638,65053,3472,42258,6599,13241,16469,5556
61,60,9,296389,50506,12352,13042,11155,13407,30932,4864
50,75,336,1518507,213152,85169,38198,47325,29233,23457,8770
26,41,75,1862356,65982,39909,30480,25854,60454,37812,18098
54,70,36,6904,3527,12044,4027,11184,15152,11256,9177
21,64,16,18220,20425,4427,8874,18512,4953,2799,1660
53,69,-1,780929,85295,13228,29111,10848,7846,7274,1457
37,47,141,440075,243131,19547,43442,28706,17788,10433,8214
61,67,41,145568,33860,13978,16004,24916,9052,2256,2127
40,56,44,588916,80539,43716,6499,15932,13406,5577,3004
11,70,115,469522,87242,43562,14019,17991,17156,11296,5628
0,0,-2048,1239822,256578,61178,99659,261888,100776,63805,112064
41,57,107,334461,341262,138855,31285,34435,34593,7251,4877
44,60,728,370830,196247,58845,44615,35169,25085,9909,6067
60,77,38,22652,25604,9178,11524,8992,9165,4738,3953
66,56,61,12049,27432,8664,11282,22340,13557,9331,5911
10,44,454,1506131,642152,33314,34521,54886,26258,41212,32622
21,27,-153,1859642,632310,68202,41045,41289,65079,35367,3655
84,51,-33,130837,14436,2265,4228,2396,17168,6475,4698
26,30,148,185949,85965,26895,29176,26789,33430,78967,15369
0,0,2047,2153055,182592,59537,71681,78813,72457,94291,86556
56,63,87,1430433,196171,46817,50770,34204,67194,103284,34944
26,74,97,657229,127991,198012,73770,21904,44518,16518,21836
100,41,37,74424,17236,15576,4886,22499,42571,70116,15802
35,37,98,1629044,257712,46125,37687,17288,42814,28596,34065
0,0,2047,1093827,252836,176213,76830,106708,127177,109427,104078
54,66,33,20336,13834,4632,17840,3037,6365,2461,1354
30,47,-85,698427,16510,7648,2527,4142,5111,2816,2730
50,43,-30,2406912,268831,70764,29315,10873,94184,39445,15181
26,38,-145,650172,85692,11501,11057,5285,23734,10802,556
23,70,37,2555524,166315,102844,85366,46070,13957,11274,7604
29,64,561,1095495,92285,3097,15576,6144,15444,8960,1975
34,43,25,675857,46669,6000,9735,1672,13777,5226,5586
40,43,0,910770,721576,110645,146639,188269,53205,18038,16903
50,20,-60,59710,80141,10904,4524,8840,5410,4367,4606
21,53,168,902817,281309,20229,27322,25135,12328,8968,2153
40,44,12,180057,158500,6321,11815,19264,42193,29107,21858
69,78,23,10550,5359,4148,5384,3113,5246,3951,1178
67,54,-19,16336,19234,1028,13450,10995,21458,10611,10169
21,70,140,2197150,310845,78556,32552,23904,29143,122673,32799
21,77,169,2708043,507360,109523,190233,50581,42260,117666,30864
57,64,61,7092,8668,4851,9239,6480,13106,4562,4193
90,61,16,71237,32979,14700,13007,27119,7305,1325,1864
54,61,165,644576,42995,66325,26705,9711,19751,7469,11177
75,80,34,3660,3410,1971,2297,5227,2122,3329,3488
0,0,2047,680394,363220,83698,94620,48634,107724,79738,177275
20,38,-115,129794,164416,10790,14051,5138,19945,5025,1534
41,63,0,107847,494570,250227,71267,138125,52523,34205,11437
26,17,35,95616,142090,4478,8781,12392,7008,16317,12531
0,0,-2048,508227,161066,33150,74293,38240,252932,353421,93192
43,10,423,1991310,906727,103630,36968,72182,135449,62782,10232
38,63,48,1033521,622137,125172,84340,58132,52840,135655,87929
40,43,97,638809,52790,6800,622,6502,2914,4507,9498
74,50,11,2081,9060,4610,1176,9047,4125,4573,2888
26,38,105,1027150,63570,48232,25453,12929,13519,6233,2091
24,53,145,330640,814034,17567,17644,65074,14214,17720,7461
48,81,57,3018,4574,1206,10703,3734,5942,2680,1303
74,43,75,5817,9711,5460,7059,4088,19642,8425,10480
38,54,39,204421,161723,49347,57989,10270,46421,25139,26961
57,43,-6,29055,6145,2364,7481,16053,11373,2661,1844
27,26,-154,1792512,928250,59490,41480,32454,64740,96017,9703
44,50,269,730882,152878,31950,15185,14289,5433,10185,9087
35,61,-51,1049006,127028,9592,26031,8761,28692,27793,1251
70,70,35,6895,7622,6747,6916,5064,10394,6971,5515
69,67,16,257955,29943,18517,6910,2476,2867,2410,939
0,0,2047,78311,15670,9003,8373,18147,169370,34608,24218
1,61,-312,201190,24176,4615,6996,3101,2915,3364,2908
20,69,-3,7487,6654,865,29042,4210,5460,4707,1530
44,67,22,510023,87962,7598,34042,8318,10312,5170,364
54,60,-20,1221775,128113,36856,52682,5661,15186,29586,1897
24,75,-45,164771,85250,83028,14689,12141,12622,9033,1176
35,54,0,994099,520626,98266,67252,27468,50486,91881,20062
40,74,-88,1484460,94147,48312,24192,22039,9231,10871,562
37,48,7,246683,53015,3839,5458,6504,23508,14658,8290
30,60,-212,2229068,1779277,467106,451510,72022,258128,309735,9226
0,0,2047,284079,160405,63440,25027,24172,245201,433401,30475
48,61,179,888547,41729,7385,7309,4801,3033,1835,1037
69,56,101,645155,311383,104776,21772,34633,32648,102994,34697
0,0,2047,827583,89910,23808,80998,15439,134076,264214,87147
27,61,125,549184,115269,40542,23381,9741,8712,5126,2012
78,63,26,1613474,94946,43287,16902,24811,15293,9544,6356
0,0,-445,183592,215546,15583,26825,35096,25883,14165,7958
37,26,72,14016,452352,11658,9040,28002,41127,26878,12293
44,60,-30,448921,84104,3620,25248,9839,7718,5273,1043
40,54,88,1840516,19793,3479,14352,9343,7578,4834,2122
24,54,99,284330,483210,88237,33513,61099,81175,27753,2946
64,44,133,20943,62078,22539,13253,17402,15361,10748,8515
35,70,106,67162,49126,44300,9424,1345,6181,1787,682
47,47,116,673875,579503,139322,27832,18277,17044,14515,6016
41,61,60,725633,66767,8328,2742,5074,4406,2199,1361
30,14,-94,56273,43128,1264,8778,5269,6328,15916,937
35,44,242,1378961,47845,39934,20509,4561,33180,31327,2757
26,57,98,595973,50616,3584,8242,6719,8490,11318,6497
40,14,55,107263,31324,1066,3366,668,2134,1443,408
69,43,101,696359,121649,15130,16503,43472,17648,8372,6054
37,35,56,2266314,689798,40467,14559,12984,26719,22013,27501
23,50,26,375884,55813,16399,8899,4220,2274,800,719
54,54,-41,465105,66004,10921,4242,10196,12254,19143,6281
47,63,48,210021,140110,24543,10240,18722,4239,10713,7762
66,66,-27,5749,7258,14020,9361,10997,23689,39958,14275
0,0,-2048,338533,140309,19679,19345,43183,42248,22331,10204
0,0,39,281078,41476,8966,8510,3996,100286,822,1508
38,57,-1,19673,18991,1164,13589,11973,13385,3380,4348
87,51,3,5283,4914,1690,8607,12019,7190,3164,2593
64,74,-107,1639010,102435,169038,49052,35798,43924,45625,3936
